Čas;Režim;Původce;Cílová IP;Port;Cílová doména;Upload (MB);Download (MB)
2026-04-02 00:47:22;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.205;UDP/443;rr2---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.15;191.02
2026-04-16 23:05:17;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.68;127.41
2026-04-14 19:10:23;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.32;332.98
2026-04-14 19:00:23;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.9;451.9
2026-04-13 17:53:17;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.64;157.81
2026-04-13 17:34:16;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;2.4;343.16
2026-04-13 17:11:15;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.09;250.76
2026-04-11 16:15:44;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.65;165.21
2026-04-11 16:12:44;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.68;466.9
2026-04-11 15:36:43;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;3.48;990.53
2026-04-11 14:53:41;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.02;210.86
2026-04-11 14:42:41;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.06;128.3
2026-04-11 01:55:42;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;2.11;243.99
2026-04-10 20:04:27;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.11;289.24
2026-04-08 22:43:44;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.06;270.2
2026-04-08 22:16:43;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.6;118.81
2026-04-08 15:39:28;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.72;479.55
2026-04-08 15:18:27;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.54;280.78
2026-04-08 15:09:27;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.12;319.97
2026-04-05 16:33:44;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.66;111.59
2026-04-05 16:03:43;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;Zadna;1.02;166.99
2026-04-04 19:36:18;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.98;200.29
2026-04-04 19:18:17;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.87;136.57
2026-04-04 19:10:17;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.85;206.22
2026-04-04 14:58:06;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.0;165.19
2026-04-04 00:22:44;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;24.21;618.02
2026-04-03 23:57:43;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.63;141.71
2026-04-03 17:19:30;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.53;102.79
2026-04-02 21:42:57;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;1.47;164.81
2026-04-02 16:22:47;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.49;106.02
2026-04-02 01:41:24;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);95.168.222.206;UDP/443;rr3---sn-n02xgoxufvg3-2gb6.googlevideo.com;0.75;143.59
2026-04-02 23:47:01;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);99.84.91.106;TCP/443;updates.optionsplus.logitechg.com;0.12;201.44
2026-03-31 16:16:17;home;192.168.69.5 (PWRHOUSE - 10:7c:61:06:b1:fc);99.84.91.124;TCP/443;updates.optionsplus.logitechg.com;2.03;412.09
